First Name,Last Name,Gender,Age,Business Travel,Department,Distance From Home (KM),State,Ethnicity,Education Field,Job Role,Marital Status,Salary,Stock Option Level,Over Time,Hire Date,Attrition,Years At Company,Years In Most Recent Role,Years Since Last Promotion,Years With Current Manager,Education Level
Ketti,Carney,Female,24,No Travel ,Technology,7,CA,Black or African American,Information Systems,Senior Software Engineer,Married,126527,1,Yes,2017-10-01,No,5,1,5,3,High School 
Illa,MacPherson,Female,25,Some Travel,Technology,40,NY,White,Computer Science,Machine Learning Engineer,Married,80779,1,Yes,2017-10-04,No,5,1,4,5,High School 
Claribel,Hebron,Female,26,Some Travel,Sales,18,CA,White,Marketing ,Sales Executive,Single,62868,0,No,2017-10-09,No,5,2,4,0,High School 
Leia,Jackes,Female,24,Some Travel,Technology,26,CA,White,Information Systems,Senior Software Engineer,Married,80374,2,No,2017-10-14,No,5,4,4,4,Bachelors 
Matthieu,Oulet,Male,24,No Travel ,Sales,2,CA,American Indian or Alaska Native,Marketing ,Sales Executive,Single,64277,0,No,2017-10-15,No,5,4,4,5,Masters 
Fremont,Ackenson,Male,41,Some Travel,Technology,28,NY,American Indian or Alaska Native,Business Studies,Senior Software Engineer,Divorced,184411,3,No,2017-10-17,No,5,5,5,4,Masters 
Stevana,Djorvic,Female,26,Some Travel,Technology,33,CA,Black or African American,Computer Science,Data Scientist,Married,34805,0,No,2017-10-21,No,5,5,5,0,Bachelors 
Antonino,Woodhams,Male,33,Frequent Traveller,Technology,30,CA,White,Computer Science,Machine Learning Engineer,Married,200350,1,No,2017-10-22,No,5,3,5,0,High School 
Adriano,Blackshaw,Male,26,Some Travel,Technology,23,CA,White,Information Systems,Machine Learning Engineer,Married,78934,3,No,2017-10-24,No,5,2,2,4,Doctorate
Eldredge,Probyn,Male,23,Some Travel,Human Resources,39,CA,Other ,Human Resources,HR Executive,Married,55805,1,No,2017-10-29,No,5,3,3,1,High School 
Wilfred,Jasik,Male,26,Some Travel,Sales,39,CA,Black or African American,Marketing ,Sales Executive,Married,104176,1,No,2017-11-03,No,5,2,3,3,Bachelors 
Petrina,Inkpin,Female,26,Some Travel,Technology,34,CA,Black or African American,Information Systems,Software Engineer,Married,71198,0,No,2017-11-07,Yes,5,0,0,1,Masters 
Brooks,Lackeye,Female,25,Some Travel,Technology,22,NY,Mixed or multiple ethnic groups,Business Studies,Software Engineer,Married,53271,1,No,2017-11-19,No,5,5,5,1,Bachelors 
Connie,Widocks,Non-Binary,24,Some Travel,Technology,26,CA,Black or African American,Computer Science,Software Engineer,Single,34657,0,No,2017-11-21,No,5,5,5,2,High School 
Sonja,Crone,Female,26,Frequent Traveller,Technology,16,CA,White,Other,Software Engineer,Married,62602,0,Yes,2017-11-24,No,5,2,3,2,Masters 
Berna,Patnelli,Female,35,Frequent Traveller,Technology,38,NY,Mixed or multiple ethnic groups,Information Systems,Engineering Manager,Single,310285,0,Yes,2017-11-30,No,5,4,4,3,Doctorate
Padraic,MacParlan,Male,26,Some Travel,Technology,41,CA,White,Business Studies,Machine Learning Engineer,Married,161600,1,No,2017-12-07,Yes,5,0,2,0,Doctorate
Davon,Swetland,Male,25,Some Travel,Technology,16,NY,Black or African American,Information Systems,Data Scientist,Divorced,37742,1,No,2017-12-12,No,5,1,3,3,Bachelors 
Adan,Sunderland,Female,31,Some Travel,Technology,42,NY,White,Computer Science,Engineering Manager,Married,442820,0,Yes,2017-12-15,No,5,1,2,2,Bachelors 
Jourdain,Kither,Male,26,Some Travel,Technology,17,NY,Black or African American,Business Studies,Senior Software Engineer,Married,110761,1,No,2017-12-18,No,5,0,5,3,Masters 
Clint,Widdicombe,Male,25,Some Travel,Technology,24,CA,Native Hawaiian ,Other,Engineering Manager,Divorced,204154,1,Yes,2017-12-21,No,5,2,3,0,Masters 
Sarge,Antowski,Male,23,Some Travel,Technology,12,NY,Black or African American,Computer Science,Software Engineer,Married,35776,2,Yes,2017-12-22,No,5,0,3,4,Bachelors 
Ashlee,Mc Combe,Female,24,Some Travel,Technology,5,NY,White,Information Systems,Data Scientist,Single,100818,0,No,2017-12-24,No,5,1,3,0,No Formal Qualifications
Audi,Pibworth,Non-Binary,24,Some Travel,Sales,8,IL,Black or African American,Economics,Sales Executive,Single,85238,0,No,2017-12-24,No,5,0,4,1,High School 
Fransisco,Minerdo,Male,24,Some Travel,Technology,12,NY,White,Computer Science,Software Engineer,Single,33202,0,No,2017-12-30,No,5,5,5,4,Bachelors 
Rea,Legister,Female,23,Some Travel,Technology,37,NY,White,Business Studies,Data Scientist,Divorced,36098,3,No,2018-01-01,No,4,3,3,1,High School 
Adria,Smurfit,Female,25,Frequent Traveller,Sales,21,IL,Black or African American,Technical Degree,Sales Executive,Married,91332,1,No,2018-01-03,No,4,3,3,3,High School 
Sadye,Wiggin,Female,22,Some Travel,Technology,2,NY,White,Computer Science,Data Scientist,Married,39732,1,Yes,2018-01-08,No,4,1,2,2,Masters 
Bail,Elsworth,Male,25,Frequent Traveller,Sales,42,IL,Black or African American,Marketing ,Sales Executive,Married,72758,2,No,2018-01-12,No,4,3,3,3,Bachelors 
Trudi,Evens,Female,36,Some Travel,Human Resources,31,IL,Black or African American,Human Resources,HR Manager,Divorced,509940,3,No,2018-01-15,No,4,4,4,2,Masters 
Konstantin,Muldownie,Male,24,Some Travel,Technology,7,CA,Asian or Asian American,Information Systems,Software Engineer,Married,85074,1,No,2018-01-15,No,4,1,2,4,Masters 
Edin,Savill,Female,23,Some Travel,Sales,19,NY,Mixed or multiple ethnic groups,Economics,Sales Executive,Divorced,87629,2,No,2018-01-19,No,4,4,4,1,Masters 
Amelia,Izard,Female,25,Some Travel,Technology,13,NY,Black or African American,Information Systems,Analytics Manager,Married,168483,0,Yes,2018-01-20,No,4,2,3,1,No Formal Qualifications
Scot,Yakebovich,Male,25,Some Travel,Technology,37,CA,Black or African American,Computer Science,Data Scientist,Married,38038,0,No,2018-01-26,Yes,2,1,1,1,High School 
Nonna,Bagnold,Female,23,Some Travel,Sales,19,CA,White,Other,Sales Representative,Single,27185,0,No,2018-01-30,No,4,4,4,0,Bachelors 
Alasteir,Muge,Male,25,Frequent Traveller,Technology,20,NY,Mixed or multiple ethnic groups,Computer Science,Machine Learning Engineer,Married,96514,1,No,2018-02-04,No,4,4,4,0,Masters 
Tremain,Drakes,Male,24,No Travel ,Technology,35,CA,Asian or Asian American,Computer Science,Data Scientist,Single,32502,0,Yes,2018-02-06,Yes,1,1,1,0,Bachelors 
Ilene,Moffat,Non-Binary,25,Some Travel,Technology,19,IL,Mixed or multiple ethnic groups,Computer Science,Senior Software Engineer,Divorced,90418,2,Yes,2018-02-14,No,4,4,4,4,Bachelors 
Ashien,Villa,Female,22,Some Travel,Technology,16,CA,American Indian or Alaska Native,Business Studies,Software Engineer,Single,30838,0,No,2018-02-16,No,4,4,4,0,Bachelors 
Hebert,Drewes,Male,23,Some Travel,Sales,33,NY,White,Economics,Sales Representative,Married,30477,1,No,2018-02-20,No,4,2,3,3,Bachelors 
Staford,Perrins,Non-Binary,29,Some Travel,Technology,25,CA,American Indian or Alaska Native,Information Systems,Senior Software Engineer,Married,145716,1,No,2018-02-22,Yes,1,0,1,1,High School 
Arabella,Mont,Female,24,Some Travel,Sales,27,NY,White,Marketing,Sales Executive,Single,208684,0,Yes,2018-03-06,Yes,2,0,0,0,Masters 
Andra,Stickney,Female,25,No Travel ,Technology,12,NY,Black or African American,Information Systems,Data Scientist,Divorced,28926,2,Yes,2018-03-06,No,4,1,3,4,High School 
Fanny,Yoell,Female,22,No Travel ,Technology,27,CA,White,Information Systems,Data Scientist,Single,23039,0,No,2018-03-08,Yes,0,0,0,0,No Formal Qualifications
Baxy,Goodliff,Male,22,Some Travel,Technology,11,IL,Mixed or multiple ethnic groups,Computer Science,Software Engineer,Divorced,74314,1,No,2018-03-14,No,4,0,1,3,Bachelors 
Anatollo,Dake,Male,25,No Travel ,Technology,43,CA,White,Computer Science,Data Scientist,Single,33086,0,No,2018-03-15,No,4,4,4,2,Bachelors 
Meredith,Hansod,Female,40,Frequent Traveller,Sales,30,NY,Asian or Asian American,Marketing ,Sales Executive,Married,250555,1,Yes,2018-03-19,No,4,4,4,2,Masters 
Mollee,Hartop,Female,22,Some Travel,Sales,36,NY,Black or African American,Marketing,Sales Executive,Single,60699,0,No,2018-03-21,No,4,0,3,0,Bachelors 
Sheffie,McCrum,Male,25,Some Travel,Technology,11,NY,White,Computer Science,Engineering Manager,Married,285138,1,No,2018-03-21,No,4,0,3,4,High School 
Kain,Libero,Male,25,Frequent Traveller,Technology,24,CA,White,Computer Science,Senior Software Engineer,Divorced,121373,1,No,2018-03-21,No,4,0,2,1,No Formal Qualifications
Wilburt,Feldhuhn,Male,23,Some Travel,Technology,44,NY,White,Information Systems,Senior Software Engineer,Married,81034,2,Yes,2018-03-25,No,4,1,1,0,Bachelors 
Mycah,Brolechan,Male,23,Some Travel,Technology,8,NY,White,Other,Software Engineer,Married,42250,2,No,2018-03-26,No,4,1,2,4,Masters 
Maurise,Shaxby,Female,24,Some Travel,Technology,21,CA,Mixed or multiple ethnic groups,Information Systems,Data Scientist,Divorced,36862,1,Yes,2018-03-29,No,4,2,4,0,Bachelors 
Camila,Lergan,Female,23,Frequent Traveller,Technology,16,CA,Mixed or multiple ethnic groups,Computer Science,Machine Learning Engineer,Divorced,67558,1,No,2018-03-31,No,4,1,1,1,Masters 
Milicent,Kiossel,Non-Binary,25,No Travel ,Technology,29,CA,White,Computer Science,Machine Learning Engineer,Single,105411,0,No,2018-04-01,No,4,2,4,2,Masters 
Freda,Bartolijn,Female,23,Some Travel,Sales,5,IL,White,Marketing ,Sales Executive,Married,69678,1,No,2018-04-04,No,4,0,0,2,Bachelors 
Ginevra,Edson,Female,23,Some Travel,Sales,8,NY,Mixed or multiple ethnic groups,Economics,Sales Executive,Married,78937,1,No,2018-04-10,No,4,0,3,0,Masters 
Agretha,Shakelade,Non-Binary,25,Frequent Traveller,Technology,34,NY,Black or African American,Computer Science,Engineering Manager,Married,170803,0,No,2018-04-20,No,4,2,2,3,No Formal Qualifications
Vance,Norsworthy,Male,25,Some Travel,Sales,44,CA,White,Technical Degree,Sales Representative,Single,37461,0,No,2018-04-23,No,4,3,4,3,No Formal Qualifications
Ada,Bynold,Female,39,Frequent Traveller,Technology,25,CA,White,Computer Science,Engineering Manager,Single,300594,0,Yes,2018-04-24,No,4,1,4,2,Masters 
Karee,Cristofvao,Female,25,Some Travel,Sales,28,CA,White,Marketing,Sales Executive,Single,167051,0,No,2018-04-24,No,4,3,4,1,Masters 
Jodee,Vala,Female,23,Some Travel,Technology,5,NY,White,Information Systems,Software Engineer,Divorced,23995,1,No,2018-04-27,No,4,4,4,0,Bachelors 
Mireielle,Gabbitis,Female,24,Some Travel,Sales,13,CA,Black or African American,Economics,Sales Representative,Single,24095,0,No,2018-04-28,Yes,2,2,2,1,Bachelors 
Sapphire,Prayer,Female,25,Some Travel,Technology,26,NY,White,Computer Science,Analytics Manager,Divorced,174400,1,No,2018-04-28,No,4,0,2,4,Masters 
Idette,Connett,Female,25,Some Travel,Human Resources,31,CA,Mixed or multiple ethnic groups,Marketing ,HR Executive,Married,48797,2,No,2018-04-28,No,4,2,4,4,Bachelors 
Ophelia,Cosby,Female,22,Frequent Traveller,Technology,21,CA,Mixed or multiple ethnic groups,Information Systems,Data Scientist,Married,34193,0,No,2018-04-29,No,4,2,4,3,No Formal Qualifications
Lindie,Oliver-Paull,Female,25,Some Travel,Technology,1,IL,Native Hawaiian ,Information Systems,Software Engineer,Married,48570,1,Yes,2018-05-03,No,4,4,4,1,No Formal Qualifications
Calv,Pearcehouse,Male,28,No Travel ,Technology,24,NY,White,Computer Science,Machine Learning Engineer,Divorced,193347,2,Yes,2018-05-09,No,4,4,4,0,Masters 
Kimberlyn,Preston,Female,25,Some Travel,Sales,30,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Divorced,57742,2,Yes,2018-05-10,No,4,3,4,1,Masters 
Freeland,Chalcot,Male,25,Some Travel,Technology,25,CA,White,Other,Analytics Manager,Divorced,303446,1,No,2018-05-11,No,4,0,3,0,Bachelors 
Friederike,Wandrey,Female,25,No Travel ,Technology,11,CA,Black or African American,Computer Science,Data Scientist,Single,96779,0,No,2018-05-14,No,4,0,0,3,Bachelors 
Sofie,Dumphries,Female,25,Some Travel,Sales,22,NY,American Indian or Alaska Native,Marketing,Sales Representative,Single,32894,0,No,2018-05-14,Yes,2,2,2,1,No Formal Qualifications
Dino,Bragge,Male,25,Some Travel,Sales,29,CA,White,Marketing,Sales Executive,Married,95643,1,No,2018-05-14,No,4,0,3,1,Masters 
Holmes,Disdel,Non-Binary,24,Some Travel,Technology,7,CA,Black or African American,Computer Science,Senior Software Engineer,Married,44256,2,No,2018-05-18,No,4,2,4,3,Masters 
Jerrie,Juares,Female,22,Some Travel,Technology,36,CA,White,Other,Data Scientist,Divorced,57686,2,No,2018-05-23,No,4,2,4,1,Bachelors 
Lucille,Balser,Female,22,Frequent Traveller,Sales,26,CA,White,Economics,Sales Representative,Married,42250,2,Yes,2018-05-23,Yes,4,1,3,2,High School 
Lynda,Robken,Non-Binary,23,Some Travel,Human Resources,45,CA,White,Marketing ,HR Executive,Married,99052,2,No,2018-05-25,No,4,3,4,2,Bachelors 
Geoff,Veschambre,Male,22,Some Travel,Technology,37,IL,Asian or Asian American,Information Systems,Senior Software Engineer,Divorced,52314,2,No,2018-05-25,No,4,0,3,0,High School 
Annmaria,Keeler,Female,36,No Travel ,Technology,35,IL,White,Information Systems,Senior Software Engineer,Divorced,356378,1,Yes,2018-05-30,No,4,2,4,4,No Formal Qualifications
Sharlene,MacGuffog,Female,24,Some Travel,Sales,43,CA,White,Economics,Sales Executive,Divorced,54841,3,Yes,2018-05-31,No,4,3,4,0,High School 
Gerta,Littlewood,Female,24,Some Travel,Technology,17,NY,Mixed or multiple ethnic groups,Information Systems,Data Scientist,Married,101408,3,No,2018-05-31,No,4,0,2,1,Bachelors 
Mort,Alliston,Male,23,Frequent Traveller,Sales,26,CA,Asian or Asian American,Marketing,Sales Executive,Single,68046,0,No,2018-06-01,No,4,4,4,2,Masters 
Hurleigh,Pashenkov,Male,24,No Travel ,Sales,3,NY,White,Economics,Sales Executive,Single,128634,0,No,2018-06-11,No,4,4,4,4,Bachelors 
Lelia,Giles,Female,24,Some Travel,Technology,12,CA,White,Information Systems,Software Engineer,Married,22965,3,No,2018-06-12,No,4,4,4,4,Masters 
Joaquin,Bockmann,Male,22,Some Travel,Sales,32,NY,Mixed or multiple ethnic groups,Marketing ,Sales Executive,Married,52318,1,No,2018-06-14,No,4,4,4,0,Bachelors 
Cob,Stewart,Male,46,Some Travel,Technology,39,CA,Mixed or multiple ethnic groups,Computer Science,Analytics Manager,Single,381759,0,No,2018-06-15,No,4,2,4,4,Bachelors 
Kaine,Haukey,Male,24,No Travel ,Technology,35,CA,Asian or Asian American,Information Systems,Software Engineer,Divorced,65838,3,Yes,2018-06-17,No,4,2,2,2,Bachelors 
Lothaire,Darlow,Non-Binary,25,Some Travel,Technology,8,CA,American Indian or Alaska Native,Information Systems,Senior Software Engineer,Single,126055,0,No,2018-06-17,No,4,4,4,2,Bachelors 
Nell,Teague,Female,25,Some Travel,Human Resources,14,CA,Other ,Human Resources,Recruiter,Married,22150,1,No,2018-06-25,Yes,2,0,1,1,No Formal Qualifications
Dwain,Nias,Male,36,Some Travel,Technology,11,NY,Asian or Asian American,Computer Science,Machine Learning Engineer,Married,236739,2,No,2018-06-26,No,4,3,4,3,Bachelors 
Julee,Corfield,Female,24,Some Travel,Sales,16,CA,White,Marketing ,Sales Executive,Divorced,75250,1,No,2018-06-29,No,4,0,0,0,Masters 
Randie,Tolliday,Prefer Not To Say,25,No Travel ,Technology,19,NY,Asian or Asian American,Information Systems,Machine Learning Engineer,Divorced,83894,1,No,2018-06-30,No,4,2,2,3,High School 
Vannie,Kissell,Female,23,No Travel ,Technology,24,NY,Mixed or multiple ethnic groups,Computer Science,Senior Software Engineer,Divorced,69325,1,No,2018-07-04,No,4,3,4,4,Masters 
Marlin,Egdell,Male,47,Some Travel,Sales,26,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Divorced,244765,2,Yes,2018-07-04,No,4,2,3,1,Masters 
Gherardo,Stratiff,Male,24,No Travel ,Sales,6,CA,Black or African American,Economics,Manager,Divorced,135407,1,No,2018-07-05,No,4,2,4,2,Bachelors 
Glenna,Blackston,Female,25,Some Travel,Technology,28,CA,White,Computer Science,Senior Software Engineer,Single,70737,0,No,2018-07-06,No,4,3,3,3,Masters 
Agna,Grinnov,Non-Binary,28,Some Travel,Technology,15,CA,Native Hawaiian ,Computer Science,Engineering Manager,Single,337046,0,No,2018-07-08,No,4,3,4,0,Masters 
Tabb,McInnes,Male,25,Some Travel,Sales,11,CA,Black or African American,Marketing ,Sales Executive,Single,58914,0,No,2018-07-11,No,4,0,1,0,Bachelors 
Estelle,Chung,Female,25,Some Travel,Technology,23,CA,Mixed or multiple ethnic groups,Information Systems,Software Engineer,Single,42656,0,No,2018-07-15,No,4,1,4,2,No Formal Qualifications
Timotheus,Antowski,Male,22,Some Travel,Technology,23,CA,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Single,37021,0,No,2018-07-15,Yes,3,0,1,2,Bachelors 
Godart,Burgwin,Male,22,Some Travel,Technology,3,CA,Other ,Computer Science,Data Scientist,Single,34753,0,Yes,2018-07-18,Yes,1,0,0,0,Bachelors 
Maridel,Valentin,Female,25,Some Travel,Technology,37,NY,Mixed or multiple ethnic groups,Information Systems,Engineering Manager,Married,188516,1,No,2018-07-20,No,4,1,3,1,High School 
Beatrix,Epelett,Non-Binary,40,Some Travel,Technology,40,CA,White,Computer Science,Machine Learning Engineer,Divorced,265523,1,No,2018-07-20,No,4,1,3,1,Masters 
Patrice,Boorman,Male,24,Frequent Traveller,Sales,44,NY,Black or African American,Marketing,Sales Executive,Married,41741,1,No,2018-07-20,No,4,0,1,0,Bachelors 
Gwenore,Bernucci,Female,24,Some Travel,Sales,33,CA,Native Hawaiian ,Marketing ,Sales Executive,Single,91915,0,No,2018-07-23,No,4,0,4,4,Bachelors 
Maynord,Trinke,Male,22,Frequent Traveller,Sales,33,NY,White,Marketing,Sales Representative,Married,33657,1,No,2018-07-23,Yes,3,0,2,0,Bachelors 
Cherilynn,Swafford,Female,25,Some Travel,Technology,10,CA,Mixed or multiple ethnic groups,Information Systems,Data Scientist,Single,23198,0,No,2018-07-26,No,4,0,3,0,Bachelors 
Georges,Hinstridge,Male,24,Frequent Traveller,Technology,14,CA,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Divorced,67538,1,No,2018-07-28,No,4,3,4,2,Masters 
Buddie,Desforges,Male,24,Some Travel,Technology,1,CA,White,Other,Software Engineer,Single,54501,0,No,2018-08-01,No,4,4,4,2,Bachelors 
Faythe,Ephson,Female,24,Some Travel,Sales,8,CA,White,Marketing,Sales Representative,Married,50513,1,No,2018-08-04,No,4,0,4,1,Masters 
Tynan,Penhall,Male,22,Some Travel,Technology,8,NY,White,Information Systems,Data Scientist,Divorced,54371,3,No,2018-08-06,No,4,4,4,2,No Formal Qualifications
Willdon,Spurgin,Male,24,Frequent Traveller,Sales,23,CA,Asian or Asian American,Economics,Sales Representative,Single,38448,0,Yes,2018-08-09,Yes,4,3,3,2,High School 
Gerianne,Tidbold,Female,36,Some Travel,Technology,14,CA,American Indian or Alaska Native,Business Studies,Machine Learning Engineer,Married,251681,1,No,2018-08-12,No,4,2,3,3,Bachelors 
Lelah,Blackney,Female,24,Some Travel,Technology,11,CA,White,Computer Science,Senior Software Engineer,Married,65486,1,No,2018-08-14,No,4,4,4,0,Bachelors 
Charyl,Bartaletti,Female,24,Some Travel,Technology,4,CA,Black or African American,Business Studies,Data Scientist,Married,41555,1,No,2018-08-16,No,4,4,4,2,Bachelors 
Frederigo,Wichard,Non-Binary,24,Some Travel,Technology,1,CA,White,Business Studies,Software Engineer,Divorced,35199,1,No,2018-08-16,No,4,0,0,1,Bachelors 
Jarred,Stoddard,Male,24,Some Travel,Sales,16,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Single,116132,0,No,2018-08-20,No,4,1,4,1,Bachelors 
Lissy,Schimek,Female,24,Some Travel,Technology,13,NY,White,Computer Science,Data Scientist,Single,30117,0,No,2018-08-21,Yes,3,1,1,2,Masters 
Deena,Deegan,Female,44,Frequent Traveller,Technology,29,CA,Mixed or multiple ethnic groups,Computer Science,Machine Learning Engineer,Married,303779,1,No,2018-08-24,No,4,0,0,0,No Formal Qualifications
Gene,Sends,Female,24,Some Travel,Technology,18,CA,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Divorced,28539,2,No,2018-09-02,No,4,1,2,1,Masters 
Molly,Lawdham,Female,23,Some Travel,Sales,40,IL,White,Marketing ,Sales Executive,Married,52039,0,Yes,2018-09-03,No,4,1,1,0,Masters 
Teressa,Attewell,Female,24,No Travel ,Human Resources,5,NY,Asian or Asian American,Human Resources,HR Executive,Divorced,41745,3,No,2018-09-03,No,4,2,4,0,Bachelors 
Felicdad,Seakin,Non-Binary,41,No Travel ,Technology,26,CA,White,Computer Science,Analytics Manager,Married,283081,1,Yes,2018-09-03,Yes,4,1,3,2,Masters 
Maxwell,Labrone,Male,25,Some Travel,Technology,24,NY,Black or African American,Business Studies,Senior Software Engineer,Single,175342,0,Yes,2018-09-04,No,4,3,4,3,High School 
Phylys,Twede,Female,22,No Travel ,Technology,6,CA,White,Information Systems,Data Scientist,Divorced,38169,3,No,2018-09-11,No,4,4,4,4,High School 
Juditha,Burdell,Female,25,Some Travel,Sales,11,IL,Black or African American,Marketing,Sales Executive,Single,53930,0,Yes,2018-09-13,Yes,3,2,3,1,Bachelors 
Rockie,Iseton,Male,25,Some Travel,Sales,12,IL,Asian or Asian American,Marketing ,Sales Executive,Divorced,118048,2,No,2018-09-14,No,4,4,4,3,Bachelors 
Lola,Gatecliffe,Female,22,Some Travel,Technology,45,NY,Asian or Asian American,Information Systems,Senior Software Engineer,Divorced,80975,3,No,2018-09-15,No,4,4,4,1,Bachelors 
Garrek,Riditch,Non-Binary,24,Some Travel,Sales,22,CA,Mixed or multiple ethnic groups,Marketing,Sales Executive,Married,53530,0,Yes,2018-09-19,No,4,3,3,1,Bachelors 
Lorrayne,Pinnington,Female,25,Some Travel,Technology,40,NY,White,Business Studies,Machine Learning Engineer,Married,75250,1,No,2018-09-20,No,4,1,4,0,Bachelors 
Carlyle,Catt,Male,23,Some Travel,Technology,25,CA,Mixed or multiple ethnic groups,Business Studies,Data Scientist,Single,37121,0,Yes,2018-10-02,Yes,1,0,0,0,Bachelors 
Melicent,Papworth,Female,24,Some Travel,Sales,43,CA,Asian or Asian American,Economics,Sales Executive,Married,144335,0,No,2018-10-11,Yes,0,0,0,0,Masters 
Anabal,Parkhouse,Female,23,Some Travel,Sales,12,NY,Black or African American,Marketing,Sales Executive,Single,45024,0,No,2018-10-17,No,4,0,1,0,Masters 
Gerianne,Redhouse,Female,23,Some Travel,Technology,4,IL,White,Business Studies,Machine Learning Engineer,Divorced,106418,1,Yes,2018-10-20,No,4,0,3,0,Bachelors 
Elnar,Elsby,Male,41,Some Travel,Technology,7,NY,Asian or Asian American,Information Systems,Engineering Manager,Divorced,273211,2,No,2018-10-20,No,4,3,4,3,Masters 
Martyn,Rathke,Male,23,Some Travel,Technology,8,CA,White,Information Systems,Machine Learning Engineer,Married,46850,1,No,2018-10-20,No,4,3,4,2,High School 
Dalton,Liddicoat,Male,23,Some Travel,Technology,5,CA,White,Other,Machine Learning Engineer,Divorced,77420,2,No,2018-10-24,No,4,4,4,3,High School 
Kelley,Yakovl,Male,25,No Travel ,Technology,44,CA,American Indian or Alaska Native,Information Systems,Machine Learning Engineer,Married,57765,0,No,2018-10-25,No,4,1,3,2,Masters 
Kinna,Gaythor,Female,22,Frequent Traveller,Sales,19,NY,Mixed or multiple ethnic groups,Marketing ,Sales Representative,Single,22122,0,Yes,2018-10-26,Yes,3,2,2,1,Bachelors 
Christian,Tinson,Female,40,Some Travel,Technology,29,CA,White,Computer Science,Engineering Manager,Married,304343,1,Yes,2018-10-27,No,4,2,4,0,Bachelors 
Frederica,Crosthwaite,Female,25,Some Travel,Technology,24,NY,Mixed or multiple ethnic groups,Other,Software Engineer,Single,41243,0,Yes,2018-10-31,No,4,3,4,4,Masters 
Germaine,Clubley,Non-Binary,25,Frequent Traveller,Sales,43,CA,White,Marketing,Sales Executive,Married,81889,0,Yes,2018-11-02,Yes,0,0,0,0,Masters 
Marius,Champkin,Male,38,Frequent Traveller,Technology,23,CA,American Indian or Alaska Native,Computer Science,Machine Learning Engineer,Single,231699,0,No,2018-11-06,Yes,1,0,0,0,Masters 
Sutherland,Kick,Male,25,Some Travel,Technology,14,IL,Black or African American,Computer Science,Software Engineer,Single,40079,0,Yes,2018-11-12,No,4,3,4,1,High School 
Fayth,Sowden,Female,23,Some Travel,Technology,23,CA,White,Computer Science,Software Engineer,Single,40438,0,Yes,2018-11-20,No,4,0,0,2,Bachelors 
Axel,McIlhatton,Male,24,Frequent Traveller,Technology,36,CA,White,Computer Science,Software Engineer,Divorced,30233,3,No,2018-11-20,No,4,0,4,0,Bachelors 
Vin,Gricewood,Female,24,Frequent Traveller,Sales,9,CA,American Indian or Alaska Native,Marketing ,Sales Executive,Married,125759,0,No,2018-11-21,No,4,3,3,0,No Formal Qualifications
Terese,Burdess,Female,23,Some Travel,Technology,16,CA,White,Information Systems,Machine Learning Engineer,Married,56946,1,No,2018-11-22,No,4,2,4,4,High School 
Jinny,Vannet,Female,25,Some Travel,Technology,20,NY,Mixed or multiple ethnic groups,Computer Science,Machine Learning Engineer,Married,65642,1,No,2018-11-25,No,4,4,4,0,Bachelors 
Wanids,Mace,Female,25,Frequent Traveller,Sales,3,IL,Mixed or multiple ethnic groups,Other,Sales Executive,Single,56163,0,Yes,2018-11-26,Yes,0,0,0,0,Masters 
Walker,Tribble,Male,24,Some Travel,Technology,11,CA,White,Computer Science,Senior Software Engineer,Single,57054,0,No,2018-11-28,No,4,4,4,4,Bachelors 
Teriann,Clampett,Non-Binary,22,Some Travel,Technology,6,NY,White,Business Studies,Software Engineer,Married,21649,1,No,2018-12-02,No,4,1,4,1,Bachelors 
Violet,Pearsall,Female,22,Frequent Traveller,Technology,29,CA,Mixed or multiple ethnic groups,Computer Science,Data Scientist,Single,45850,0,No,2018-12-08,No,4,2,3,1,High School 
Nevins,Quick,Male,46,Some Travel,Sales,38,IL,White,Marketing,Sales Executive,Married,325452,1,No,2018-12-16,No,4,3,4,3,Bachelors 
Ashil,Kenwrick,Female,22,Some Travel,Technology,4,CA,White,Computer Science,Senior Software Engineer,Single,73653,0,No,2018-12-19,No,4,2,3,3,High School 
Adrian,Swatman,Male,44,Some Travel,Sales,44,CA,Mixed or multiple ethnic groups,Marketing,Manager,Divorced,313891,1,No,2018-12-23,No,4,4,4,3,Bachelors 
Gwenora,Fourcade,Female,22,Some Travel,Technology,41,CA,Black or African American,Information Systems,Machine Learning Engineer,Single,75810,0,No,2018-12-24,No,4,2,4,3,Doctorate
Donavon,Hallet,Male,24,Some Travel,Technology,19,CA,White,Computer Science,Data Scientist,Single,32173,0,No,2018-12-24,No,4,1,4,1,High School 
Devan,Ellice,Female,23,Some Travel,Technology,31,CA,Asian or Asian American,Computer Science,Data Scientist,Single,49543,0,No,2018-12-28,No,4,3,3,1,Bachelors 
Jordan,Kuschke,Female,25,Frequent Traveller,Technology,4,CA,Asian or Asian American,Information Systems,Engineering Manager,Married,199034,0,Yes,2018-12-30,No,4,4,4,4,Doctorate
